origin,destination,departure_date,flight_route_number,customer
SAN,DAL,5/19/2016,171,7981
TUL,STL,5/11/2016,530,7981
MHT,BWI,5/4/2016,424,7981
MSP,PHX,5/27/2016,430,7981
LGA,ATL,5/23/2016,393,7981
DAL,IND,5/3/2016,19,7981
TUL,HOU,5/9/2016,462,7981
BNA,PHL,5/5/2016,401,7981
DEN,MDW,5/9/2016,644,7981
SLC,LAS,5/31/2016,184,7981
EWR,DEN,5/17/2016,242,7981
STL,MCI,5/22/2016,157,7981
SAT,ELP,5/9/2016,406,7981
OAK,ONT,5/10/2016,100,7981
OAK,MDW,5/6/2016,490,7983
DEN,SNA,5/5/2016,229,7983
SEA,DEN,5/13/2016,197,7983
MSP,DEN,5/11/2016,531,7983
TPA,ATL,5/15/2016,387,7985
EWR,LAS,5/1/2016,206,7985
BOS,DAL,5/14/2016,147,7985
MDW,OMA,5/14/2016,182,7985
SMF,LAS,5/26/2016,101,7985
MCO,IND,5/11/2016,128,7985
HOU,PIT,5/23/2016,190,7985
PVD,MCO,5/27/2016,647,7985
DEN,MDW,5/24/2016,275,7985
MCO,LAS,5/1/2016,607,7985
BWI,MCO,5/6/2016,596,7985
AUS,CUN,5/1/2016,367,7985
DAL,MCO,5/12/2016,546,7986
DAL,ABQ,5/14/2016,11,7986
OAK,PDX,5/6/2016,270,7986
DEN,SFO,5/11/2016,106,7986
RSW,BWI,5/22/2016,483,7986
MDW,RDU,5/17/2016,581,7986
DAL,OKC,5/16/2016,5,7987
MSP,PHX,5/1/2016,239,7987
TPA,STL,5/26/2016,446,7989
PHX,LAX,5/1/2016,500,7989
RNO,LAS,5/30/2016,368,7989
PHX,SJC,5/6/2016,72,7989
MEM,DAL,5/23/2016,420,7989
MCI,DAL,5/19/2016,499,7989
MKE,MCI,5/2/2016,65,7989
STL,PHX,5/3/2016,39,7989
SMF,PDX,5/26/2016,58,7989
PDX,SMF,5/3/2016,533,7989
LAS,CLE,5/11/2016,540,7989
IND,MDW,5/25/2016,511,7990
DEN,CUN,5/17/2016,188,7990
MCO,STL,5/7/2016,486,7990
DAL,IND,5/3/2016,19,7990
PDX,PHX,5/20/2016,29,7990
FLL,BWI,5/14/2016,553,7990
PHX,OAK,5/9/2016,93,7990
SDF,MCO,5/2/2016,40,7990
MKE,BWI,5/12/2016,399,7990
STL,PIT,5/4/2016,103,7990
BOS,BWI,5/31/2016,333,7990
MHT,BWI,5/15/2016,424,7990
MDW,PHL,5/8/2016,240,7991
DEN,RNO,5/4/2016,332,7993
CLT,MDW,5/18/2016,351,7993
ELP,PHX,5/4/2016,377,7993
TUL,STL,5/15/2016,254,7993
RDU,MDW,5/30/2016,125,7993
MCO,MCI,5/21/2016,24,7993
HOU,MDW,5/22/2016,144,7993
HOU,STL,5/1/2016,331,7993
MSY,ATL,5/4/2016,142,7993
ICT,STL,5/23/2016,229,7993
BDL,BWI,5/26/2016,327,7995
MSP,DEN,5/26/2016,530,7995
ATL,CMH,5/12/2016,97,7996
BWI,MKE,5/24/2016,66,7996
DAL,OMA,5/5/2016,330,7996
OAK,LAX,5/10/2016,150,7996
SEA,SJC,5/22/2016,108,7996
SAN,RNO,5/15/2016,255,7996
BUR,OAK,5/25/2016,403,7996
ONT,PHX,5/12/2016,449,7996
MDW,BOS,5/14/2016,226,7996
ISP,BWI,5/12/2016,163,7996
STL,SEA,5/27/2016,451,7996
SJO,BWI,5/3/2016,476,7996
LBB,DAL,5/19/2016,178,7996
OMA,LAS,5/5/2016,326,7997
ATL,MKE,5/15/2016,299,7997
EWR,PHX,5/4/2016,159,7997
BOS,DEN,5/13/2016,627,7997
IAD,DEN,5/1/2016,533,8000
OAK,MCI,5/5/2016,341,8000
SMF,SEA,5/4/2016,235,8000
MCO,DAL,5/28/2016,130,8000
PVD,BWI,5/10/2016,123,8000
ABQ,PHX,5/9/2016,43,8000
HOU,PHX,5/25/2016,629,8000
PDX,DEN,5/15/2016,455,8000
DCA,STL,5/13/2016,281,8000
MDW,CMH,5/11/2016,174,8000
MDW,OKC,5/20/2016,233,8000
OMA,MDW,5/29/2016,622,8000
CMH,BOS,5/14/2016,213,8001
MCI,ATL,5/17/2016,487,8001
LGA,DEN,5/6/2016,111,8001
LAS,LAX,5/24/2016,439,8001
PHX,STL,5/19/2016,279,8001
STL,LAS,5/15/2016,77,8001
MHT,MDW,5/27/2016,619,8002
OKC,HOU,5/20/2016,514,8002
AUS,DAL,5/12/2016,251,8002
LIT,STL,5/13/2016,417,8003
STL,MDW,5/1/2016,212,8003
DEN,LAS,5/20/2016,375,8003
ALB,BWI,5/18/2016,470,8003
TPA,BWI,5/21/2016,306,8003
ATL,RSW,5/31/2016,405,8003
DAL,OKC,5/6/2016,1,8003
LAS,SFO,5/10/2016,509,8003
MDW,DTW,5/28/2016,383,8003
SAN,PHX,5/25/2016,490,8003
ATL,MSY,5/22/2016,222,8003
TPA,BNA,5/17/2016,34,8003
SLC,OAK,5/3/2016,199,8003
ATL,IND,5/15/2016,105,8003
PHX,STL,5/24/2016,256,8005
AUS,DEN,5/16/2016,12,8005
DAL,MSY,5/17/2016,1,8005
DAL,ABQ,5/4/2016,634,8005
DCA,AUS,5/5/2016,636,8005
PHL,DEN,5/2/2016,266,8005
DCA,MCO,5/6/2016,353,8007
SJC,PHX,5/17/2016,645,8007
MDW,DEN,5/14/2016,230,8007
STL,ICT,5/8/2016,264,8007
SJC,PHX,5/28/2016,629,8007
PHX,HOU,5/12/2016,587,8007
ABQ,LAX,5/3/2016,42,8007
SAN,OAK,5/16/2016,356,8007
ABQ,PHX,5/6/2016,335,8007
PHX,LAX,5/8/2016,589,8007
AUS,BOS,5/28/2016,35,8008
MSP,MDW,5/4/2016,427,8008
RDU,BWI,5/17/2016,372,8008
SAN,SMF,5/27/2016,22,8008
SMF,ONT,5/10/2016,448,8010
PHL,TPA,5/19/2016,13,8011
IND,MCO,5/12/2016,348,8011
DAL,DCA,5/10/2016,315,8011
PWM,BWI,5/6/2016,470,8011
LAX,STL,5/9/2016,235,8011
SAN,PHX,5/2/2016,45,8012
RNO,LAS,5/30/2016,245,8012
SAT,MCO,5/23/2016,132,8012
PHX,BUR,5/10/2016,270,8012
OAK,SEA,5/4/2016,439,8012
LAS,IAD,5/11/2016,593,8012
PDX,DAL,5/8/2016,455,8012
CMH,LAS,5/16/2016,613,8012
STL,PHL,5/13/2016,394,8012
BUR,SFO,5/11/2016,345,8012
DAL,STL,5/3/2016,450,8012
BNA,SAT,5/29/2016,38,8012
STL,DEN,5/7/2016,76,8012
RSW,BWI,5/14/2016,14,8013
SNA,SJC,5/31/2016,137,8013
LAS,SFO,5/5/2016,455,8013
TUS,LAX,5/15/2016,103,8014
DCA,HOU,5/7/2016,364,8014
DEN,SAN,5/28/2016,55,8014
PHX,SFO,5/20/2016,45,8014
FLL,BUF,5/11/2016,576,8014
MDW,TPA,5/5/2016,530,8014
MCO,ABQ,5/28/2016,168,8014
OMA,PHX,5/11/2016,444,8014
ATL,MCO,5/10/2016,88,8014
MDW,DAY,5/26/2016,293,8014
MDW,BWI,5/23/2016,342,8014
SNA,PHX,5/5/2016,343,8014
ONT,SJC,5/13/2016,255,8014
ALB,BWI,5/13/2016,170,8014
SJD,DEN,5/4/2016,247,8014
MCO,SJU,5/30/2016,227,8014
DEN,PDX,5/10/2016,29,8019
BWI,SJU,5/16/2016,295,8019
FLL,LAS,5/24/2016,552,8019
PHX,SNA,5/27/2016,199,8019
LAS,BUF,5/30/2016,608,8019
LAS,FLL,5/20/2016,552,8019
DAL,MCO,5/18/2016,543,8020
DAL,LAS,5/28/2016,578,8020
BNA,CLE,5/12/2016,15,8020
BWI,SDF,5/2/2016,423,8020
MSY,MCO,5/22/2016,367,8020
MDW,TUS,5/27/2016,464,8020
PHX,SNA,5/28/2016,216,8021
LAS,MCO,5/9/2016,609,8021
LAS,SNA,5/23/2016,282,8021
BWI,BUF,5/13/2016,401,8022
SNA,SJC,5/25/2016,505,8022
FLL,HOU,5/31/2016,167,8022
ABQ,SAN,5/1/2016,45,8022
MDW,MSY,5/21/2016,639,8022
LAS,SEA,5/22/2016,554,8022
MKE,ATL,5/5/2016,361,8022
ONT,DEN,5/15/2016,403,8022
MDW,MCO,5/28/2016,218,8022
STL,LGA,5/4/2016,188,8022
OAK,SEA,5/10/2016,73,8022
RSW,STL,5/16/2016,109,8022
DAL,HOU,5/20/2016,149,8022
CMH,FLL,5/23/2016,425,8022
PHX,OKC,5/9/2016,82,8022
ATL,MCO,5/30/2016,344,8022
PVD,TPA,5/10/2016,541,8023
LAS,LBB,5/9/2016,353,8023
MDW,PHX,5/31/2016,243,8023
MDW,DCA,5/1/2016,297,8023
SAN,OAK,5/23/2016,403,8023
MDW,SEA,5/29/2016,147,8023
PHX,PDX,5/25/2016,272,8023
ABQ,MCI,5/14/2016,51,8023
MSP,DEN,5/20/2016,301,8023
SFO,BUR,5/22/2016,169,8023
PHX,SLC,5/29/2016,420,8024
BUR,SJC,5/13/2016,490,8024
ELP,SAT,5/22/2016,627,8024
MDW,FLL,5/30/2016,410,8024
ATL,HOU,5/18/2016,97,8024
MDW,FLL,5/27/2016,399,8024
PHX,MKE,5/1/2016,555,8024
MDW,MSP,5/9/2016,617,8024
SMF,SEA,5/4/2016,519,8024
STL,LIT,5/16/2016,380,8030
LAS,PIT,5/21/2016,398,8030
SJU,TPA,5/18/2016,334,8030
BOI,GEG,5/19/2016,489,8030
CLT,MDW,5/20/2016,351,8030
BWI,MDW,5/25/2016,500,8030
PHX,ONT,5/28/2016,58,8030
TPA,BNA,5/5/2016,34,8033
MDW,MSP,5/17/2016,243,8033
SEA,MDW,5/11/2016,507,8033
BOI,SMF,5/9/2016,335,8036
LAX,SFO,5/11/2016,30,8036
SAN,SFO,5/15/2016,170,8036
OAK,ATL,5/14/2016,279,8037
SAN,MDW,5/9/2016,637,8037
DEN,BWI,5/8/2016,120,8037
SAN,MCI,5/31/2016,484,8037
MDW,BOS,5/14/2016,226,8037
BWI,PHX,5/22/2016,131,8037
OKC,STL,5/11/2016,82,8037
IND,RSW,5/26/2016,90,8037
STL,ECP,5/31/2016,296,8037
MDW,LAS,5/21/2016,626,8037
LAX,SFO,5/31/2016,18,8037
TPA,IND,5/9/2016,263,8037
LAS,SFO,5/5/2016,515,8040
CMH,DAL,5/1/2016,446,8040
MDW,DCA,5/22/2016,166,8040
LAS,PDX,5/1/2016,188,8040
OAK,MDW,5/31/2016,580,8040
BWI,RSW,5/29/2016,347,8040
PHX,SJC,5/7/2016,435,8040
TUS,SAN,5/11/2016,344,8040
AUS,LAS,5/26/2016,626,8040
DCA,STL,5/21/2016,248,8040
OAK,LAS,5/24/2016,196,8040
DAL,DCA,5/18/2016,314,8043
ATL,FLL,5/19/2016,64,8043
PHX,BUR,5/8/2016,267,8043
STL,DEN,5/19/2016,76,8043
ATL,BWI,5/2/2016,486,8043
DEN,PDX,5/11/2016,92,8043
LAX,LAS,5/23/2016,326,8043
BOI,SMF,5/30/2016,337,8043
BWI,BUF,5/19/2016,634,8043
LAS,SFO,5/5/2016,507,8044
BWI,BOS,5/3/2016,121,8044
PHX,BWI,5/4/2016,582,8044
MHT,BWI,5/10/2016,329,8044
MCO,PIT,5/6/2016,20,8044
MCI,MKE,5/15/2016,363,8044
OAK,LAX,5/17/2016,527,8044
PHX,LAX,5/16/2016,268,8044
BWI,PWM,5/19/2016,127,8044
MSY,TPA,5/6/2016,92,8044
PIT,BWI,5/30/2016,613,8048
PHX,SJC,5/18/2016,73,8048
SNA,LAS,5/4/2016,521,8048
SAT,STL,5/14/2016,496,8048
HOU,PVR,5/10/2016,421,8048
TPA,BUF,5/4/2016,541,8050
ONT,OAK,5/26/2016,258,8050
DAL,MCI,5/29/2016,501,8050
PIT,PHX,5/12/2016,461,8050
AUA,MCO,5/1/2016,126,8050
DAL,MAF,5/11/2016,8,8050
MCO,BWI,5/26/2016,396,8051
BUR,LAS,5/2/2016,315,8051
DAL,SAN,5/6/2016,543,8051
LAS,SAN,5/9/2016,326,8052
HOU,DAL,5/29/2016,79,8052
SJC,LAS,5/24/2016,643,8052
FLL,PHX,5/9/2016,223,8052
RDU,HOU,5/5/2016,471,8052
HOU,BOS,5/6/2016,161,8052
ATL,LGA,5/6/2016,111,8052
LAX,SLC,5/14/2016,455,8052
MDW,ONT,5/13/2016,420,8052
LAS,SJC,5/3/2016,590,8052
SMF,LAX,5/10/2016,327,8052
DEN,MCI,5/1/2016,259,8052
LGA,IND,5/24/2016,107,8052
DTW,DAL,5/7/2016,264,8052
OKC,PHX,5/12/2016,466,8053
MDW,OMA,5/7/2016,271,8053
DAL,ECP,5/19/2016,55,8053
MCO,ALB,5/6/2016,409,8055
SNA,STL,5/16/2016,159,8055
SAT,PHX,5/18/2016,31,8055
DAL,MDW,5/21/2016,481,8055
LAS,SAN,5/12/2016,193,8055
SAT,PHX,5/21/2016,148,8055
MDW,SLC,5/13/2016,552,8055
SNA,LAS,5/29/2016,295,8055
DAL,HOU,5/12/2016,299,8055
PHX,SAN,5/27/2016,270,8055
MCO,ORF,5/1/2016,209,8055
MDW,TUS,5/29/2016,607,8055
HOU,BOS,5/4/2016,305,8055
HOU,DCA,5/10/2016,332,8055
ORF,BWI,5/14/2016,221,8055
MKE,MCO,5/6/2016,300,8059
LAX,HOU,5/27/2016,54,8059
MDW,PUJ,5/17/2016,230,8059
MCO,ATL,5/26/2016,219,8059
PHX,LAS,5/12/2016,117,8061
STL,MCI,5/20/2016,70,8061
MDW,GRR,5/18/2016,104,8061
ATL,DAL,5/7/2016,418,8061
LAS,TUS,5/20/2016,533,8062
STL,BOS,5/20/2016,82,8062
PHL,MCO,5/13/2016,175,8062
ONT,SMF,5/9/2016,255,8062
SEA,SMF,5/30/2016,377,8063
TPA,SJU,5/14/2016,347,8063
DTW,ATL,5/6/2016,143,8063
MDW,MCO,5/10/2016,554,8065
STL,LIT,5/16/2016,380,8065
OKC,STL,5/8/2016,81,8065
LAS,PHX,5/12/2016,483,8065
ALB,TPA,5/14/2016,583,8065
DAL,SNA,5/13/2016,104,8065
MDW,MCO,5/17/2016,553,8065
SFO,LAS,5/9/2016,501,8065
LAS,RNO,5/1/2016,179,8065
DAL,LAS,5/16/2016,400,8067
DAL,OMA,5/7/2016,456,8067
FNT,MDW,5/28/2016,383,8069
OAK,LAS,5/13/2016,480,8069
PDX,LAS,5/21/2016,96,8069
LAS,ONT,5/6/2016,173,8069
SJC,PDX,5/21/2016,103,8069
LAX,HOU,5/27/2016,148,8069
ONT,PHX,5/25/2016,204,8069
DEN,ABQ,5/10/2016,317,8069
AUS,HRL,5/22/2016,52,8069
SLC,LAX,5/10/2016,441,8070
BWI,LAS,5/10/2016,556,8070
BWI,RDU,5/19/2016,55,8070
DAL,DCA,5/15/2016,235,8070
LAS,RNO,5/26/2016,478,8070
ICT,STL,5/31/2016,228,8070
DAL,MSY,5/30/2016,7,8070
ABQ,DEN,5/23/2016,276,8070
ATL,RIC,5/1/2016,417,8070
PNS,BNA,5/2/2016,382,8070
PHX,LAS,5/2/2016,627,8070
STL,LAS,5/6/2016,507,8070
MCI,SAN,5/27/2016,339,8070
SAN,MDW,5/2/2016,618,8070
SAT,MCO,5/31/2016,132,8070
LAS,SMF,5/14/2016,533,8070
DEN,OKC,5/19/2016,465,8070
IND,MCO,5/17/2016,19,8072
LAX,TUS,5/20/2016,75,8072
OAK,LAS,5/20/2016,93,8072
LAX,SMF,5/25/2016,244,8072
CUN,MDW,5/13/2016,239,8073
BOI,GEG,5/28/2016,332,8073
CLT,DAL,5/25/2016,353,8073
BUF,TPA,5/11/2016,341,8073
LBB,LAS,5/21/2016,408,8073
MCO,ISP,5/3/2016,413,8073
DEN,MCI,5/12/2016,22,8073
PHX,ABQ,5/20/2016,521,8073
HOU,DEN,5/17/2016,409,8073
BNA,STL,5/11/2016,170,8073
DAL,STL,5/11/2016,69,8073
CMH,BWI,5/10/2016,354,8073
HOU,SAT,5/11/2016,44,8073
RSW,CMH,5/23/2016,205,8073
BNA,BWI,5/28/2016,184,8074
DAL,MCI,5/15/2016,143,8074
BUR,OAK,5/13/2016,311,8074
DAL,SAN,5/8/2016,576,8074
BNA,DCA,5/29/2016,121,8074
BUF,MCO,5/24/2016,411,8074
MCO,BUF,5/30/2016,601,8074
BWI,SLC,5/31/2016,535,8075
EWR,STL,5/25/2016,381,8075
DCA,TPA,5/20/2016,449,8075
PVD,TPA,5/29/2016,634,8075
MDW,SEA,5/3/2016,352,8075
SJC,LAS,5/15/2016,174,8075
SAN,SFO,5/2/2016,169,8078
SAN,SMF,5/16/2016,22,8078
DEN,BNA,5/3/2016,49,8079
PHX,MDW,5/29/2016,489,8079
SJC,LAS,5/11/2016,73,8079
DAL,MAF,5/3/2016,451,8079
SJC,LAX,5/11/2016,94,8079
BWI,DAL,5/4/2016,634,8079
MSY,SAN,5/5/2016,151,8079
IND,BWI,5/12/2016,23,8079
MKE,MCO,5/2/2016,576,8079
FLL,MCI,5/13/2016,352,8079
DTW,MDW,5/20/2016,141,8079
SNA,AUS,5/19/2016,250,8079
DEN,MCI,5/6/2016,195,8082
MCI,DEN,5/4/2016,320,8082
AUS,LAX,5/5/2016,573,8082
OAK,BUR,5/31/2016,202,8082
LAX,HOU,5/17/2016,528,8082
DEN,RNO,5/6/2016,332,8082
SNA,PHX,5/22/2016,522,8082
ATL,HOU,5/28/2016,34,8082
SAN,DEN,5/16/2016,388,8082
PDX,OAK,5/22/2016,200,8082
BHM,MDW,5/14/2016,429,8082
LAX,SFO,5/2/2016,33,8082
CLE,BNA,5/26/2016,34,8082
LBB,DAL,5/14/2016,6,8082
SAT,BNA,5/9/2016,500,8082
CMH,STL,5/16/2016,237,8082
BUR,DEN,5/25/2016,476,8082
DAL,LIT,5/14/2016,266,8082
CMH,MDW,5/30/2016,362,8082
SEA,DEN,5/5/2016,637,8083
SLC,LAS,5/9/2016,538,8083
MCO,BNA,5/21/2016,458,8083
OAK,MDW,5/3/2016,490,8083
IND,LAX,5/19/2016,128,8083
DAL,SAT,5/18/2016,336,8084
PIT,LAS,5/12/2016,629,8084
BHM,LAS,5/6/2016,358,8086
HOU,ECP,5/22/2016,15,8086
HOU,LAX,5/4/2016,166,8086
LAS,BWI,5/23/2016,375,8086
AUS,FLL,5/14/2016,317,8086
BWI,DTW,5/27/2016,398,8086
BWI,PIT,5/14/2016,181,8086
HOU,PHX,5/27/2016,308,8087
LAS,SEA,5/13/2016,640,8087
BWI,DAL,5/18/2016,577,8087
MDW,TUS,5/7/2016,110,8087
PHL,MDW,5/18/2016,401,8088
MSY,DAL,5/28/2016,1,8088
SAN,AUS,5/24/2016,380,8088
DEN,TUS,5/14/2016,66,8088
CMH,ATL,5/23/2016,97,8088
OKC,PHX,5/8/2016,437,8088
MDW,DAL,5/24/2016,594,8088
LAX,BNA,5/29/2016,167,8091
MSY,PHX,5/17/2016,435,8091
SMF,LAS,5/9/2016,524,8091
HOU,DEN,5/19/2016,452,8092
BOS,CMH,5/25/2016,338,8092
LAS,SJC,5/2/2016,590,8092
BNA,CMH,5/28/2016,42,8092
BUR,OAK,5/21/2016,313,8092
MEM,MDW,5/30/2016,429,8092
FNT,MDW,5/27/2016,133,8092
PDX,LAX,5/6/2016,279,8092
LAS,SAT,5/4/2016,184,8092
STL,LAS,5/28/2016,247,8092
SMF,PHX,5/23/2016,198,8092
DTW,MDW,5/17/2016,371,8092
DCA,ATL,5/16/2016,364,8092
FLL,BNA,5/13/2016,23,8093
AUS,DAL,5/6/2016,8,8093
ATL,LAS,5/7/2016,348,8093
LAS,BUR,5/15/2016,427,8093
BUR,PHX,5/8/2016,427,8093
STL,OMA,5/30/2016,382,8093
MDW,SFO,5/16/2016,619,8093
LAS,SAN,5/26/2016,193,8093
DEN,IND,5/8/2016,40,8093
SAT,MCO,5/6/2016,493,8094
DCA,MCI,5/2/2016,416,8094
CMH,ATL,5/13/2016,13,8094
BWI,SAN,5/31/2016,595,8094
HOU,MEM,5/16/2016,54,8094
MEM,BWI,5/17/2016,412,8094
HOU,ATL,5/27/2016,149,8094
PDX,SJC,5/27/2016,456,8094
BWI,PIT,5/4/2016,419,8094
CUN,ATL,5/10/2016,125,8094
BWI,CMH,5/29/2016,142,8094
DEN,TPA,5/8/2016,594,8094
PHX,DAL,5/15/2016,456,8094
MDW,PHL,5/10/2016,226,8094
MSY,HOU,5/27/2016,308,8095
PHX,STL,5/6/2016,86,8095
SMF,LAS,5/27/2016,523,8095
FLL,DEN,5/16/2016,476,8095
IND,DEN,5/16/2016,50,8095
CMH,DCA,5/30/2016,476,8095
AUS,MCO,5/3/2016,53,8099
BWI,CLE,5/17/2016,303,8100
SAN,SJC,5/14/2016,247,8100
MCO,PIT,5/22/2016,65,8100
HOU,MCO,5/21/2016,418,8100
BWI,HOU,5/14/2016,641,8100
CLE,BNA,5/3/2016,349,8100
SDF,MDW,5/8/2016,426,8100
SAN,SMF,5/11/2016,271,8100
MSP,PHX,5/3/2016,430,8100
BHM,DAL,5/12/2016,143,8101
PHL,DAL,5/24/2016,19,8101
STL,DCA,5/29/2016,222,8101
DAL,MSY,5/15/2016,313,8101
SDF,PHX,5/3/2016,501,8101
DAL,HOU,5/20/2016,198,8101
BUR,PHX,5/3/2016,342,8101
MSY,STL,5/20/2016,349,8102
STL,PHX,5/9/2016,78,8102
PHL,PHX,5/8/2016,596,8102
SLC,PHX,5/11/2016,86,8102
DAL,MAF,5/19/2016,8,8102
AUS,PHX,5/26/2016,600,8102
HOU,DAL,5/21/2016,3,8102
LAS,ATL,5/18/2016,480,8102
SJC,SAN,5/15/2016,202,8102
SLC,LAX,5/31/2016,589,8102
SJC,BUR,5/7/2016,378,8102
ISP,BWI,5/27/2016,163,8102
LGA,MDW,5/25/2016,360,8102
TUL,LAS,5/13/2016,409,8102
ELP,HOU,5/9/2016,86,8103
OAK,SAN,5/17/2016,516,8103
SAT,HOU,5/25/2016,130,8103
DCA,TPA,5/19/2016,449,8103
LAS,SNA,5/14/2016,432,8103
DAL,AMA,5/18/2016,444,8103
LAX,SFO,5/22/2016,17,8103
PHL,MDW,5/30/2016,411,8103
MKE,MCI,5/22/2016,492,8103
DAL,BHM,5/24/2016,311,8105
PHX,PIT,5/10/2016,516,8105
IND,MDW,5/9/2016,512,8106
DAL,ABQ,5/10/2016,256,8106
BNA,CLE,5/25/2016,15,8106
ABQ,LAX,5/9/2016,12,8106
ATL,LGA,5/31/2016,110,8106
DAL,BWI,5/2/2016,141,8106
ABQ,PHX,5/25/2016,448,8106
HOU,LAX,5/8/2016,173,8107
DEN,SEA,5/29/2016,13,8107
STL,ICT,5/19/2016,126,8107
CLE,MDW,5/6/2016,228,8107
SAN,OAK,5/7/2016,488,8108
RDU,MDW,5/8/2016,475,8108
MDW,MEM,5/31/2016,411,8108
SFO,DEN,5/3/2016,492,8108
MDW,LAX,5/23/2016,234,8108
MDW,MCO,5/27/2016,553,8108
DAL,HOU,5/27/2016,7,8108
MDW,PHX,5/9/2016,555,8108
LAS,TUS,5/1/2016,166,8108
ISP,PBI,5/15/2016,213,8108
MSP,BWI,5/6/2016,429,8108
SJU,BWI,5/12/2016,646,8111
DEN,ATL,5/4/2016,48,8111
ATL,HOU,5/15/2016,264,8111
BWI,PVD,5/19/2016,160,8115
MSP,STL,5/25/2016,528,8115
JAX,LAS,5/14/2016,50,8115
PBI,ATL,5/7/2016,326,8116
HOU,AUS,5/27/2016,53,8116
TPA,FLL,5/6/2016,130,8116
DEN,LAS,5/21/2016,630,8116
ATL,DEN,5/23/2016,315,8116
SMF,SAN,5/9/2016,612,8116
LAS,ICT,5/25/2016,229,8116
ABQ,MCO,5/21/2016,309,8116
BWI,MHT,5/6/2016,342,8116
LAS,SMF,5/15/2016,539,8117
SLC,LAX,5/24/2016,440,8117
MDW,SEA,5/5/2016,599,8117
LAS,SMF,5/22/2016,443,8117
BWI,MEM,5/12/2016,164,8117
MCI,DEN,5/27/2016,320,8117
PHL,STL,5/1/2016,260,8117
MDW,EWR,5/17/2016,108,8117
BDL,BWI,5/13/2016,264,8118
ATL,LAS,5/31/2016,144,8118
ATL,SAT,5/3/2016,144,8118
OKC,DAL,5/9/2016,1,8118
MCO,ATL,5/13/2016,434,8119
MKE,LGA,5/19/2016,288,8119
ELP,HOU,5/30/2016,386,8119
PNS,BNA,5/4/2016,464,8119
MKE,SFO,5/13/2016,127,8119
DEN,MDW,5/18/2016,156,8119
LAS,OAK,5/4/2016,164,8119
MCO,HOU,5/21/2016,79,8119
BWI,FLL,5/20/2016,423,8119
MCI,BWI,5/2/2016,203,8119
LAS,DEN,5/4/2016,440,8119
DCA,CMH,5/15/2016,466,8120
LAX,SAT,5/28/2016,101,8120
DAL,SAT,5/25/2016,3,8120
FLL,BDL,5/23/2016,565,8120
LGA,BNA,5/30/2016,422,8120
SAN,MDW,5/5/2016,377,8120
SNA,SEA,5/12/2016,292,8120
DCA,MCI,5/11/2016,183,8120
MKE,MCO,5/10/2016,578,8120
HOU,TPA,5/6/2016,418,8121
MDW,TUS,5/6/2016,367,8121
RDU,MCO,5/28/2016,471,8121
SEA,SMF,5/26/2016,260,8122
PHX,DEN,5/5/2016,530,8122
SFO,LAX,5/11/2016,30,8122
DEN,MDW,5/5/2016,213,8122
DEN,PDX,5/10/2016,209,8122
ATL,STL,5/18/2016,37,8123
SNA,OAK,5/9/2016,526,8123
PHX,LAS,5/25/2016,162,8123
PDX,DEN,5/15/2016,418,8123
SFO,STL,5/10/2016,189,8123
PDX,OAK,5/19/2016,58,8123
LAX,MDW,5/22/2016,600,8123
DEN,PHX,5/20/2016,63,8123
MDW,BHM,5/24/2016,143,8123
AUS,BNA,5/12/2016,322,8123
LGA,MKE,5/23/2016,361,8124
SNA,SFO,5/14/2016,292,8124
BWI,MCO,5/10/2016,598,8124
PNS,BNA,5/15/2016,383,8126
DAL,AUS,5/6/2016,7,8126
TPA,MKE,5/20/2016,85,8126
SNA,OAK,5/4/2016,317,8126
MCI,BWI,5/4/2016,419,8126
DAL,PIT,5/4/2016,165,8126
ROC,MCO,5/31/2016,479,8127
BDL,LAS,5/19/2016,603,8127
HRL,HOU,5/8/2016,2,8129
DEN,BNA,5/16/2016,49,8129
DEN,OAK,5/20/2016,81,8129
DAL,PHL,5/11/2016,175,8129
SAT,TPA,5/11/2016,116,8129
SLC,PHX,5/27/2016,284,8129
BWI,CHS,5/6/2016,264,8129
PHX,DEN,5/17/2016,632,8129
STL,MCO,5/22/2016,42,8129
HOU,AUS,5/9/2016,250,8129
MDW,PHX,5/31/2016,610,8129
LAX,OAK,5/28/2016,355,8129
LAS,DEN,5/3/2016,440,8129
MHT,BWI,5/18/2016,423,8130
HOU,DAL,5/18/2016,104,8130
HOU,AUS,5/10/2016,250,8130
PVD,RSW,5/21/2016,552,8130
DCA,DAL,5/29/2016,615,8130
ECP,HOU,5/18/2016,327,8130
DEN,PDX,5/9/2016,29,8130
BNA,CHS,5/8/2016,386,8130
AUS,HOU,5/26/2016,281,8131
BWI,IND,5/18/2016,163,8131
LAS,BWI,5/18/2016,522,8131
AUS,BWI,5/11/2016,324,8131
LAS,BWI,5/25/2016,522,8131
DEN,LAX,5/27/2016,86,8131
PDX,OAK,5/22/2016,174,8131
BUR,PHX,5/28/2016,342,8132
OAK,BUR,5/26/2016,385,8132
MSY,OAK,5/28/2016,415,8132
ELP,DAL,5/3/2016,4,8132
SNA,SFO,5/13/2016,501,8132
ABQ,DAL,5/17/2016,39,8132
BNA,MDW,5/22/2016,497,8132
SFO,PHX,5/3/2016,509,8132
AUS,DEN,5/30/2016,12,8132
TUS,SAN,5/30/2016,263,8132
MKE,DCA,5/4/2016,506,8133
ONT,OAK,5/11/2016,625,8133
